HAMMOND,0.028,32.591,398,USA
FLOWERS,0.028,32.62,399,USA
COBB,0.028,32.648,400,USA
MOODY,0.028,32.676,401,USA
QUINN,0.028,32.704,402,USA
BLAKE,0.028,32.732,403,USA
MAXWELL,0.028,32.759,404,USA
POPE,0.028,32.787,405,USA
FLOYD,0.027,32.814,406,USA
OSBORNE,0.027,32.842,407,USA
PAUL,0.027,32.869,408,USA
MCCARTHY,0.027,32.896,409,USA
GUERRERO,0.027,32.924,410,USA
LINDSEY,0.027,32.951,411,USA
ESTRADA,0.027,32.978,412,USA
SANDOVAL,0.027,33.005,413,USA
GIBBS,0.027,33.032,414,USA
TYLER,0.027,33.059,415,USA
GROSS,0.027,33.086,416,USA
FITZGERALD,0.027,33.113,417,USA
STOKES,0.027,33.14,418,USA
DOYLE,0.027,33.167,419,USA
SHERMAN,0.027,33.193,420,USA
SAUNDERS,0.027,33.22,421,USA
WISE,0.027,33.247,422,USA
COLON,0.027,33.274,423,USA
GILL,0.027,33.3,424,USA
ALVARADO,0.027,33.327,425,USA
GREER,0.026,33.353,426,USA
PADILLA,0.026,33.38,427,USA
SIMON,0.026,33.406,428,USA
WATERS,0.026,33.432,429,USA
NUNEZ,0.026,33.459,430,USA
BALLARD,0.026,33.485,431,USA
SCHWARTZ,0.026,33.511,432,USA
MCBRIDE,0.026,33.536,433,USA
HOUSTON,0.026,33.562,434,USA
CHRISTENSEN,0.026,33.588,435,USA
KLEIN,0.026,33.614,436,USA
PRATT,0.026,33.64,437,USA
BRIGGS,0.026,33.666,438,USA
PARSONS,0.026,33.692,439,USA
MCLAUGHLIN,0.026,33.717,440,USA
ZIMMERMAN,0.026,33.743,441,USA
FRENCH,0.026,33.769,442,USA
BUCHANAN,0.026,33.794,443,USA
MORAN,0.026,33.82,444,USA
COPELAND,0.025,33.845,445,USA
ROY,0.025,33.871,446,USA
PITTMAN,0.025,33.896,447,USA
BRADY,0.025,33.922,448,USA
MCCORMICK,0.025,33.947,449,USA
HOLLOWAY,0.025,33.972,450,USA
BROCK,0.025,33.998,451,USA
POOLE,0.025,34.023,452,USA
FRANK,0.025,34.048,453,USA
LOGAN,0.025,34.073,454,USA
OWEN,0.025,34.098,455,USA
BASS,0.025,34.122,456,USA
MARSH,0.025,34.147,457,USA
DRAKE,0.025,34.172,458,USA
WONG,0.025,34.197,459,USA
JEFFERSON,0.025,34.221,460,USA
PARK,0.025,34.246,461,USA
MORTON,0.025,34.271,462,USA
ABBOTT,0.025,34.295,463,USA
SPARKS,0.025,34.32,464,USA
PATRICK,0.024,34.344,465,USA
NORTON,0.024,34.369,466,USA
HUFF,0.024,34.393,467,USA
CLAYTON,0.024,34.417,468,USA
MASSEY,0.024,34.442,469,USA
LLOYD,0.024,34.466,470,USA
FIGUEROA,0.024,34.49,471,USA
CARSON,0.024,34.514,472,USA
BOWERS,0.024,34.538,473,USA
ROBERSON,0.024,34.563,474,USA
BARTON,0.024,34.587,475,USA
TRAN,0.024,34.611,476,USA
LAMB,0.024,34.635,477,USA
HARRINGTON,0.024,34.659,478,USA
CASEY,0.024,34.683,479,USA
BOONE,0.024,34.706,480,USA
CORTEZ,0.024,34.73,481,USA
CLARKE,0.024,34.754,482,USA
MATHIS,0.024,34.778,483,USA
SINGLETON,0.024,34.801,484,USA
WILKINS,0.024,34.825,485,USA
CAIN,0.024,34.849,486,USA
BRYAN,0.024,34.872,487,USA
UNDERWOOD,0.024,34.896,488,USA
HOGAN,0.024,34.92,489,USA
MCKENZIE,0.023,34.943,490,USA
COLLIER,0.023,34.966,491,USA
LUNA,0.023,34.99,492,USA
PHELPS,0.023,35.013,493,USA
MCGUIRE,0.023,35.036,494,USA
ALLISON,0.023,35.059,495,USA
BRIDGES,0.023,35.083,496,USA
WILKERSON,0.023,35.106,497,USA
NASH,0.023,35.129,498,USA
SUMMERS,0.023,35.152,499,USA
ATKINS,0.023,35.175,500,USA
WILCOX,0.023,35.198,501,USA
PITTS,0.023,35.221,502,USA
CONLEY,0.023,35.244,503,USA
MARQUEZ,0.023,35.267,504,USA
BURNETT,0.023,35.29,505,USA
RICHARD,0.023,35.313,506,USA
COCHRAN,0.023,35.335,507,USA
CHASE,0.023,35.358,508,USA
DAVENPORT,0.023,35.381,509,USA
HOOD,0.023,35.404,510,USA
GATES,0.023,35.427,511,USA
CLAY,0.023,35.449,512,USA
AYALA,0.023,35.472,513,USA
SAWYER,0.023,35.495,514,USA
ROMAN,0.023,35.517,515,USA
VAZQUEZ,0.023,35.54,516,USA
DICKERSON,0.023,35.562,517,USA
HODGE,0.022,35.585,518,USA
ACOSTA,0.022,35.607,519,USA
FLYNN,0.022,35.63,520,USA
ESPINOZA,0.022,35.652,521,USA
NICHOLSON,0.022,35.675,522,USA
MONROE,0.022,35.697,523,USA
WOLF,0.022,35.719,524,USA
MORROW,0.022,35.741,525,USA
KIRK,0.022,35.763,526,USA
RANDALL,0.022,35.785,527,USA
ANTHONY,0.022,35.807,528,USA
WHITAKER,0.022,35.829,529,USA
OCONNOR,0.022,35.851,530,USA
SKINNER,0.022,35.873,531,USA
WARE,0.022,35.895,532,USA
MOLINA,0.022,35.916,533,USA
KIRBY,0.022,35.938,534,USA
HUFFMAN,0.022,35.96,535,USA
BRADFORD,0.022,35.982,536,USA
CHARLES,0.022,36.003,537,USA
GILMORE,0.022,36.025,538,USA
DOMINGUEZ,0.022,36.046,539,USA
ONEAL,0.022,36.068,540,USA
BRUCE,0.022,36.09,541,USA
LANG,0.021,36.111,542,USA
COMBS,0.021,36.132,543,USA
KRAMER,0.021,36.154,544,USA
HEATH,0.021,36.175,545,USA
HANCOCK,0.021,36.196,546,USA
GALLAGHER,0.021,36.218,547,USA
GAINES,0.021,36.239,548,USA
SHAFFER,0.021,36.26,549,USA
